PointsLeft1;PointsRight1;Avg1;PointsLeft2;PointsRight2;Avg2;PointsLeft3;PointsRight3;Avg3;PointsLeft4;PointsRight4;Avg4;PointsLeft5;PointsRight5;Avg5;PointsLeft6;PointsRight6;Avg6;PointsLeft7;PointsRight7;Avg7;PointsLeft8;PointsRight8;Avg8;PointsLeft9;PointsRight9;Avg9;
1,071834;1,048966;1,0604;0,9741229;0,9786077;0,9763653;1,021617;1,050526;1,036071;0,9433948;0,9340417;0,9387182;1,115151;1,066411;1,090781;1,007949;0,9914457;0,9996971;0,8957292;0,890534;0,8931316;1,199874;1,156247;1,178061;0,9468672;0,9532981;0,9500827
1,117417;1,044079;1,080748;0,9800931;1,171012;1,075553;0,8250723;1,142932;0,9840022;1,157763;0,9410902;1,049427;0,8649319;1,171021;1,017976;1,485564;0,8790736;1,182319;0,8888526;1,06878;0,9788163;0,8777357;1,104954;0,9913447;1,342131;0,8568233;1,099477
0,9123967;1,288952;1,100675;0,9123594;1,199019;1,055689;0,7989512;1,093677;0,946314;0,8184724;1,093201;0,9558367;0,7729467;1,10414;0,9385436;0,8581589;1,200655;1,029407;0,7215592;1,074326;0,8979424;0,7739081;1,08805;0,9309792;0,8625161;1,140688;1,001602
0,9691803;1,308568;1,138874;1,133568;1,270912;1,20224;0,9441568;1,192351;1,068254;1,114686;1,058097;1,086391;0,9474267;1,108377;1,027902;1,257243;1,126776;1,192009;0,8733056;1,104947;0,9891261;0,9501394;1,079709;1,014924;1,147123;0,9686866;1,057905
1,084569;1,305523;1,195046;1,050052;1,363927;1,20699;0,9049999;1,278695;1,091847;1,065123;1,220048;1,142585;0,9350699;1,262339;1,098705;1,57617;1,150611;1,36339;1,058741;1,280331;1,169536;1,136207;1,344321;1,240264;1,323188;0,9786844;1,150936
1,175977;1,928804;1,55239;1,165291;1,854184;1,509737;1,049476;1,837646;1,443561;1,319587;1,714654;1,517121;1,096432;1,935408;1,51592;1,91625;1,373281;1,644766;0,9947379;1,795334;1,395036;1,045069;1,826118;1,435593;1,918381;1,178073;1,548227
1,058075;1,489521;1,273798;1,069024;1,177574;1,123299;1,191239;1,348315;1,269777;1,16937;1,322949;1,24616;1,14135;1,308253;1,224801;1,345244;1,465864;1,405554;1,023072;1,125823;1,074448;1,069363;1,164312;1,116838;1,253753;1,279559;1,266656
1,173604;1,434526;1,304065;1,047947;1,377097;1,212522;1,043844;1,452984;1,248414;1,216327;1,39835;1,307338;1,045625;1,510778;1,278202;1,681753;1,267573;1,474663;1,095303;1,294943;1,195123;0,9364419;1,274576;1,105509;1,546321;1,231853;1,389087
1,129567;1,426211;1,277889;1,111524;1,443851;1,277688;0,987543;1,327584;1,157563;1,190973;1,359598;1,275285;1,059124;1,381544;1,220334;1,67999;1,151768;1,415879;1,074051;1,413056;1,243553;0,9386128;1,286086;1,112349;1,525006;1,078038;1,301522
0,9966814;1,488719;1,2427;0,9765634;1,607728;1,292146;0,9619047;1,40713;1,184517;0,9730986;1,357939;1,165519;1,021575;1,49925;1,260412;1,483215;1,10505;1,294133;0,7999587;1,515418;1,157688;0,8621425;1,300177;1,08116;1,506004;1,096191;1,301098
1,038791;1,391543;1,215167;1,053777;1,378697;1,216237;1,024298;1,309439;1,166868;1,214736;1,158694;1,186715;1,027337;1,304932;1,166135;1,487222;1,032435;1,259829;1,012561;1,315563;1,164062;1,055626;1,17965;1,117638;1,354359;1,06954;1,21195
1,074212;1,184852;1,129532;1,06106;1,092;1,07653;1,009802;1,013252;1,011527;0,9862709;0,9710358;0,9786533;1,044802;1,037723;1,041263;1,137348;1,150141;1,143745;0,9416174;1,014984;0,9783006;1,046691;1,044069;1,04538;0,9779752;0,9670507;0,972513
0,88187;1,161239;1,021554;0,9920384;1,065834;1,028936;0,9725997;1,201681;1,08714;0,8792586;1,094043;0,9866507;0,8703582;1,152924;1,011641;0,9223148;1,163212;1,042763;1,073213;0,9271615;1,000187;0,9313651;1,111848;1,021606;0,8969008;1,003888;0,9503944
1,319487;1,358516;1,339001;1,151073;1,060017;1,105545;1,198862;1,190494;1,194678;1,164574;1,115775;1,140175;1,039522;1,011664;1,025593;1,29469;1,269839;1,282264;1,114065;1,065138;1,089601;1,055132;1,003625;1,029379;1,198708;1,222129;1,210418
1,00442;1,019528;1,011974;0,8603541;0,8388497;0,8496019;0,8836697;0,882713;0,8831913;0,8080352;0,7830769;0,7955561;0,9039682;0,8828681;0,8934181;0,872286;0,8458931;0,8590896;0,7757698;0,793991;0,7848804;0,8691437;0,854485;0,8618144;0,7799656;0,787462;0,7837138
